Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,SecondCycle,Basic,Graduation,Master,PhD,Divorced,Married,Single,Together,Widow,MntTotal,MntRegularProds,AcceptedCmpOverall
0.2075277568758734,0,0,0.18,0.9604578563995838,2.5,2.2175925925925926,3.404255319148936,2.5,1.3617021276595744,0.5,1.0,2.0,-0.2,0.25,0,0,0,0,0,0,1,0.7222222222222222,3239,0,0,1,0,0,0,0,1,0,0,1.306930693069307,1.368545994065282,0
-0.15470139283465656,1,1,-0.22,-0.3381893860561915,-0.21875,-0.2824074074074074,-0.2127659574468085,-0.21875,-0.3829787234042553,0.0,-0.75,-0.25,-0.6,-0.25,0,0,0,0,0,0,0,0.8888888888888888,2689,0,0,1,0,0,0,0,1,0,0,-0.35203520352035206,-0.32403560830860534,0
0.621385463535988,0,0,-0.46,0.5254942767950052,1.28125,0.2777777777777778,2.106382978723404,0.40625,0.3829787234042553,-0.5,1.0,0.0,1.0,-0.5,0,0,0,0,0,0,0,0.2777777777777778,2888,0,0,1,0,0,0,0,0,1,0,0.43234323432343236,0.4795252225519288,0
-0.7596861131159877,1,0,-0.46,-0.3381893860561915,-0.125,-0.2175925925925926,-0.0425531914893617,-0.15625,-0.40425531914893614,0.0,-0.5,-0.5,-0.2,0.0,0,0,0,0,0,0,0,-0.7777777777777778,2715,0,0,1,0,0,0,0,0,1,0,-0.32233223322332233,-0.29080118694362017,0
0.21228827224005284,1,0,0.9,-0.001040582726326743,1.09375,0.2361111111111111,0.723404255319149,0.59375,-0.19148936170212766,1.5,0.25,0.25,0.2,-0.25,0,0,0,0,0,0,0,-0.6111111111111112,2737,0,0,0,0,1,0,1,0,0,0,0.07260726072607261,0.12344213649851632,0
0.3418971421551314,0,1,-0.66,0.7211238293444329,1.0625,0.14351851851851852,-0.2553191489361702,1.0625,-0.2127659574468085,0.0,0.5,0.5,1.0,0.0,0,0,0,0,0,0,0,0.16666666666666666,2869,0,0,0,1,0,0,0,0,1,0,0.39713971397139713,0.47477744807121663,0
0.13065311199496307,0,1,-0.3,0.1279916753381894,1.78125,0.44907407407407407,0.8085106382978723,1.28125,0.06382978723404255,1.0,0.75,0.25,0.4,0.0,0,0,0,0,0,0,0,-0.05555555555555555,3169,0,0,1,0,0,1,0,0,0,0,0.24422442244224424,0.29436201780415433,0
-0.5505919931202875,1,0,-0.34,-0.20291363163371487,0.0625,-0.05092592592592592,-0.19148936170212766,-0.21875,-0.02127659574468085,0.0,0.0,-0.5,-0.2,0.5,0,0,0,0,0,0,0,-0.8333333333333334,2993,0,0,0,0,1,0,1,0,0,0,-0.2145214521452145,-0.19584569732937684,0
-0.6458944394109246,1,0,-0.6,-0.331945889698231,-0.25,-0.19907407407407407,-0.19148936170212766,-0.15625,-0.46808510638297873,-0.5,-0.25,-0.5,-0.6,0.75,0,0,0,0,0,0,1,-0.2222222222222222,2964,0,0,0,0,1,0,0,0,1,0,-0.32673267326732675,-0.29198813056379824,0
-1.4045977364517268,1,1,0.38,-0.3028095733610822,-0.25,-0.2824074074074074,-0.23404255319148937,-0.21875,-0.23404255319148937,-0.5,-0.75,-0.5,-1.0,3.5,1,0,0,0,0,0,0,1.1111111111111112,2684,0,0,0,0,1,0,0,0,1,0,-0.3355335533553355,-0.314540059347181,1
0.0,1,0,-0.76,-0.3506763787721124,-0.09375,-0.2824074074074074,-0.2553191489361702,-0.1875,-0.48936170212765956,-0.5,-0.75,-0.5,-0.6,0.25,0,0,0,0,0,0,0,-0.7222222222222222,2802,0,0,1,0,0,0,1,0,0,0,-0.35533553355335534,-0.32166172106824925,0
-1.34771725610037,0,0,0.2,-0.3485952133194589,0.25,-0.25925925925925924,-0.02127659574468085,-0.21875,-0.1702127659574468,-0.5,-0.5,-0.5,-0.4,0.5,0,0,0,0,0,0,0,-0.3333333333333333,3169,0,1,0,0,0,0,1,0,0,0,-0.3256325632563256,-0.3074183976261128,0
0.3578679033768946,0,0,0.66,0.04266389177939646,1.65625,1.912037037037037,4.531914893617022,3.25,0.1276595744680851,-0.5,-0.25,0.5,0.6,-1.0,0,0,0,0,0,0,0,0.6111111111111112,2802,0,0,1,0,0,1,0,0,0,0,0.8041804180418042,0.8949554896142433,0
0.24487476773291972,1,1,0.08,0.12382934443288242,-0.1875,-0.06481481481481481,-0.19148936170212766,-0.09375,-0.2127659574468085,0.5,0.5,-0.25,0.0,0.0,0,0,0,0,0,0,0,1.0,2802,0,0,0,1,0,1,0,0,0,0,-0.04950495049504951,-0.007121661721068249,0
-1.0460234340207928,0,0,-0.22,-0.3548387096774194,0.1875,-0.23148148148148148,-0.1276595744680851,-0.21875,-0.40425531914893614,-0.5,-0.75,-0.5,-0.4,0.5,0,0,0,0,0,0,0,-0.9444444444444444,3203,0,0,1,0,0,0,1,0,0,0,-0.33003300330033003,-0.29910979228486645,0
0.9649718208203443,0,0,-0.52,1.732570239334027,0.4375,0.2222222222222222,1.0,1.875,0.44680851063829785,-0.5,0.75,1.0,1.4,-0.75,0,0,1,1,0,0,1,1.3333333333333333,3158,0,0,0,0,1,0,0,1,0,0,1.022002200220022,1.112166172106825,2
